Reporter Countries;Partner Countries;Element;Y2017
China, Taiwan Province of;Malawi;Import Quantity;569.0
China, Taiwan Province of;Malaysia;Export Quantity;22979.0
China, Taiwan Province of;Malaysia;Import Quantity;299464.0
China, Taiwan Province of;Maldives;Export Quantity;53.0
China, Taiwan Province of;Mali;Import Quantity;2814.0
China, Taiwan Province of;Malta;Export Quantity;20.0
China, Taiwan Province of;Malta;Import Quantity;46.0
China, Taiwan Province of;Marshall Islands;Export Quantity;1652.0
China, Taiwan Province of;Mauritius;Export Quantity;264.0
China, Taiwan Province of;Mauritius;Import Quantity;5.0
China, Taiwan Province of;Mexico;Export Quantity;609.0
China, Taiwan Province of;Mexico;Import Quantity;7049.0
China, Taiwan Province of;Micronesia (Federated States of);Export Quantity;413.0
China, Taiwan Province of;Mongolia;Export Quantity;23.0
China, Taiwan Province of;Mongolia;Import Quantity;0.0
China, Taiwan Province of;Montenegro;Export Quantity;74.0
China, Taiwan Province of;Montenegro;Import Quantity;1.0
China, Taiwan Province of;Morocco;Import Quantity;100.0
China, Taiwan Province of;Mozambique;Export Quantity;400.0
China, Taiwan Province of;Mozambique;Import Quantity;230.0
China, Taiwan Province of;Myanmar;Export Quantity;340.0
China, Taiwan Province of;Myanmar;Import Quantity;23639.0
China, Taiwan Province of;Namibia;Export Quantity;9.0
China, Taiwan Province of;Nauru;Export Quantity;0.0
China, Taiwan Province of;Nepal;Export Quantity;1.0
China, Taiwan Province of;Nepal;Import Quantity;12.0
China, Taiwan Province of;Netherlands;Export Quantity;27455.0
China, Taiwan Province of;Netherlands;Import Quantity;128720.0
China, Taiwan Province of;New Caledonia;Export Quantity;240.0
China, Taiwan Province of;New Caledonia;Import Quantity;0.0
China, Taiwan Province of;New Zealand;Export Quantity;3020.0
China, Taiwan Province of;New Zealand;Import Quantity;202651.0
China, Taiwan Province of;Nicaragua;Export Quantity;988.0
China, Taiwan Province of;Nicaragua;Import Quantity;67049.0
China, Taiwan Province of;Nigeria;Export Quantity;177.0
China, Taiwan Province of;Nigeria;Import Quantity;3047.0
China, Taiwan Province of;North Macedonia;Export Quantity;16.0
China, Taiwan Province of;North Macedonia;Import Quantity;90.0
China, Taiwan Province of;Northern Mariana Islands;Export Quantity;2134.0
China, Taiwan Province of;Norway;Export Quantity;428.0
China, Taiwan Province of;Norway;Import Quantity;1577.0
China, Taiwan Province of;Oman;Export Quantity;12.0
China, Taiwan Province of;Oman;Import Quantity;0.0
China, Taiwan Province of;Pakistan;Export Quantity;2614.0
China, Taiwan Province of;Pakistan;Import Quantity;13764.0
China, Taiwan Province of;Palau;Export Quantity;928.0
China, Taiwan Province of;Palestine;Export Quantity;53.0
China, Taiwan Province of;Panama;Export Quantity;1971.0
China, Taiwan Province of;Panama;Import Quantity;3188.0
China, Taiwan Province of;Papua New Guinea;Export Quantity;88.0
China, Taiwan Province of;Papua New Guinea;Import Quantity;202.0
China, Taiwan Province of;Paraguay;Export Quantity;621.0
China, Taiwan Province of;Paraguay;Import Quantity;7984.0
China, Taiwan Province of;Peru;Export Quantity;787.0
China, Taiwan Province of;Peru;Import Quantity;4516.0
China, Taiwan Province of;Philippines;Export Quantity;26122.0
China, Taiwan Province of;Philippines;Import Quantity;26367.0
China, Taiwan Province of;Poland;Export Quantity;5332.0
China, Taiwan Province of;Poland;Import Quantity;6532.0
China, Taiwan Province of;Portugal;Export Quantity;1541.0
China, Taiwan Province of;Portugal;Import Quantity;749.0
China, Taiwan Province of;Qatar;Export Quantity;209.0
China, Taiwan Province of;Republic of Korea;Export Quantity;56726.0
China, Taiwan Province of;Republic of Korea;Import Quantity;92993.0
China, Taiwan Province of;Republic of Moldova;Export Quantity;171.0
China, Taiwan Province of;Republic of Moldova;Import Quantity;11781.0
China, Taiwan Province of;Romania;Export Quantity;893.0
China, Taiwan Province of;Romania;Import Quantity;6357.0
China, Taiwan Province of;Russian Federation;Export Quantity;759.0
China, Taiwan Province of;Russian Federation;Import Quantity;17010.0
China, Taiwan Province of;Rwanda;Import Quantity;53.0
China, Taiwan Province of;Saint Helena, Ascension and Tristan da Cunha;Import Quantity;0.0
China, Taiwan Province of;Saint Lucia;Export Quantity;0.0
China, Taiwan Province of;Saint Lucia;Import Quantity;0.0
China, Taiwan Province of;Samoa;Import Quantity;11.0
China, Taiwan Province of;San Marino;Import Quantity;1.0
China, Taiwan Province of;Sao Tome and Principe;Import Quantity;1.0
China, Taiwan Province of;Saudi Arabia;Export Quantity;385.0
China, Taiwan Province of;Saudi Arabia;Import Quantity;371.0
China, Taiwan Province of;Senegal;Export Quantity;45.0
China, Taiwan Province of;Senegal;Import Quantity;195.0
China, Taiwan Province of;Serbia;Export Quantity;0.0
China, Taiwan Province of;Serbia;Import Quantity;741.0
China, Taiwan Province of;Seychelles;Export Quantity;0.0
China, Taiwan Province of;Sierra Leone;Export Quantity;1200.0
China, Taiwan Province of;Singapore;Export Quantity;26870.0
China, Taiwan Province of;Singapore;Import Quantity;20558.0
China, Taiwan Province of;Slovakia;Export Quantity;328.0
China, Taiwan Province of;Slovakia;Import Quantity;16.0
China, Taiwan Province of;Slovenia;Export Quantity;91.0
China, Taiwan Province of;Slovenia;Import Quantity;1129.0
China, Taiwan Province of;Solomon Islands;Export Quantity;0.0
China, Taiwan Province of;Somalia;Import Quantity;0.0
China, Taiwan Province of;South Africa;Export Quantity;11043.0
China, Taiwan Province of;South Africa;Import Quantity;237214.0
China, Taiwan Province of;Spain;Export Quantity;25663.0
China, Taiwan Province of;Spain;Import Quantity;63485.0
China, Taiwan Province of;Sri Lanka;Export Quantity;412.0
China, Taiwan Province of;Sri Lanka;Import Quantity;7631.0
China, Taiwan Province of;Sudan;Import Quantity;1035.0
China, Taiwan Province of;Suriname;Export Quantity;158.0
China, Taiwan Province of;Sweden;Export Quantity;3038.0
China, Taiwan Province of;Sweden;Import Quantity;6251.0
China, Taiwan Province of;Switzerland;Export Quantity;869.0
China, Taiwan Province of;Switzerland;Import Quantity;3682.0
China, Taiwan Province of;Syrian Arab Republic;Export Quantity;187.0
China, Taiwan Province of;Syrian Arab Republic;Import Quantity;13.0
China, Taiwan Province of;Thailand;Export Quantity;11329.0
China, Taiwan Province of;Thailand;Import Quantity;955631.0
China, Taiwan Province of;Timor-Leste;Export Quantity;0.0
China, Taiwan Province of;Timor-Leste;Import Quantity;122.0
China, Taiwan Province of;Togo;Export Quantity;0.0
China, Taiwan Province of;Togo;Import Quantity;2775.0
China, Taiwan Province of;Tonga;Export Quantity;47.0
China, Taiwan Province of;Trinidad and Tobago;Export Quantity;223.0
China, Taiwan Province of;Trinidad and Tobago;Import Quantity;123.0
China, Taiwan Province of;Tunisia;Import Quantity;49.0
China, Taiwan Province of;Turkey;Export Quantity;1009.0
China, Taiwan Province of;Turkey;Import Quantity;8818.0
China, Taiwan Province of;Turkmenistan;Import Quantity;410.0
China, Taiwan Province of;Tuvalu;Export Quantity;0.0
China, Taiwan Province of;Uganda;Import Quantity;228.0
China, Taiwan Province of;Ukraine;Export Quantity;275.0
China, Taiwan Province of;Ukraine;Import Quantity;52225.0
China, Taiwan Province of;United Arab Emirates;Export Quantity;1314.0
China, Taiwan Province of;United Arab Emirates;Import Quantity;14855.0
China, Taiwan Province of;United Kingdom;Export Quantity;10872.0
China, Taiwan Province of;United Kingdom;Import Quantity;34392.0
China, Taiwan Province of;United Republic of Tanzania;Export Quantity;62.0
China, Taiwan Province of;United Republic of Tanzania;Import Quantity;2182.0
China, Taiwan Province of;United States of America;Export Quantity;126438.0
China, Taiwan Province of;United States of America;Import Quantity;6367790.0
China, Taiwan Province of;Unspecified Area;Export Quantity;2724.0
China, Taiwan Province of;Unspecified Area;Import Quantity;739.0
China, Taiwan Province of;Uruguay;Export Quantity;172.0
China, Taiwan Province of;Uruguay;Import Quantity;4150.0
China, Taiwan Province of;Uzbekistan;Export Quantity;0.0
China, Taiwan Province of;Uzbekistan;Import Quantity;118.0
China, Taiwan Province of;Vanuatu;Export Quantity;0.0
China, Taiwan Province of;Venezuela (Bolivarian Republic of);Export Quantity;73.0
China, Taiwan Province of;Venezuela (Bolivarian Republic of);Import Quantity;6.0
China, Taiwan Province of;Viet Nam;Export Quantity;150349.0
China, Taiwan Province of;Viet Nam;Import Quantity;257844.0
China, Taiwan Province of;Yemen;Import Quantity;5.0
China, Taiwan Province of;Zambia;Import Quantity;481.0
China, Taiwan Province of;Zimbabwe;Export Quantity;400.0
China, Taiwan Province of;Zimbabwe;Import Quantity;1650.0
China, mainland;Afghanistan;Export Quantity;27094.0
China, mainland;Afghanistan;Import Quantity;153.0
China, mainland;Albania;Export Quantity;4495.0
China, mainland;Albania;Import Quantity;57.0
China, mainland;Algeria;Export Quantity;67662.0
China, mainland;Algeria;Import Quantity;762.0
China, mainland;Angola;Export Quantity;27143.0
China, mainland;Angola;Import Quantity;174.0
China, mainland;Antigua and Barbuda;Export Quantity;39.0
China, mainland;Argentina;Export Quantity;25199.0
China, mainland;Argentina;Import Quantity;6831403.0
China, mainland;Armenia;Export Quantity;2771.0
China, mainland;Armenia;Import Quantity;83.0
China, mainland;Aruba;Export Quantity;135.0
China, mainland;Australia;Export Quantity;300655.0
China, mainland;Australia;Import Quantity;11588661.0
China, mainland;Austria;Export Quantity;3480.0
China, mainland;Austria;Import Quantity;20173.0
China, mainland;Azerbaijan;Export Quantity;3461.0
China, mainland;Azerbaijan;Import Quantity;545.0
China, mainland;Bahamas;Export Quantity;1049.0
China, mainland;Bahamas;Import Quantity;2.0
China, mainland;Bahrain;Export Quantity;28779.0
China, mainland;Bangladesh;Export Quantity;319847.0
China, mainland;Bangladesh;Import Quantity;43477.0
China, mainland;Barbados;Export Quantity;446.0
China, mainland;Barbados;Import Quantity;9.0
China, mainland;Belarus;Export Quantity;10230.0
China, mainland;Belarus;Import Quantity;15114.0
China, mainland;Belgium;Export Quantity;156801.0
China, mainland;Belgium;Import Quantity;181082.0
China, mainland;Belize;Export Quantity;2829.0
China, mainland;Benin;Export Quantity;87055.0
China, mainland;Benin;Import Quantity;48905.0
China, mainland;Bermuda;Export Quantity;6.0
China, mainland;Bhutan;Export Quantity;54.0
China, mainland;Bolivia (Plurinational State of);Export Quantity;5032.0
China, mainland;Bolivia (Plurinational State of);Import Quantity;511.0
China, mainland;Bosnia and Herzegovina;Export Quantity;1712.0
China, mainland;Bosnia and Herzegovina;Import Quantity;137.0
China, mainland;Botswana;Export Quantity;20.0
China, mainland;Brazil;Export Quantity;156299.0
China, mainland;Brazil;Import Quantity;52905294.0
China, mainland;British Virgin Islands;Export Quantity;4.0
China, mainland;Brunei Darussalam;Export Quantity;11284.0
China, mainland;Brunei Darussalam;Import Quantity;32.0
China, mainland;Bulgaria;Export Quantity;11269.0
China, mainland;Bulgaria;Import Quantity;5689.0
China, mainland;Burkina Faso;Export Quantity;2290.0
China, mainland;Burkina Faso;Import Quantity;10914.0
China, mainland;Burundi;Export Quantity;20350.0
China, mainland;Burundi;Import Quantity;345.0
China, mainland;Cabo Verde;Export Quantity;3455.0
China, mainland;Cambodia;Export Quantity;21704.0
China, mainland;Cambodia;Import Quantity;453633.0
China, mainland;Cameroon;Export Quantity;123676.0
China, mainland;Cameroon;Import Quantity;7852.0
China, mainland;Canada;Export Quantity;357360.0
China, mainland;Canada;Import Quantity;12009488.0
China, mainland;Central African Republic;Export Quantity;1630.0
China, mainland;Central African Republic;Import Quantity;683.0
China, mainland;Chad;Export Quantity;10581.0
China, mainland;Chad;Import Quantity;200.0
China, mainland;Chile;Export Quantity;89406.0
China, mainland;Chile;Import Quantity;500976.0
China, mainland;China, Hong Kong SAR;Export Quantity;3196674.0
China, mainland;China, Hong Kong SAR;Import Quantity;81551.0
China, mainland;China, Macao SAR;Export Quantity;286038.0
China, mainland;China, Macao SAR;Import Quantity;572.0
China, mainland;China, Taiwan Province of;Export Quantity;386979.0
China, mainland;China, Taiwan Province of;Import Quantity;217000.0
China, mainland;China, mainland;Import Quantity;28665.0
China, mainland;Colombia;Export Quantity;71981.0
China, mainland;Colombia;Import Quantity;6618.0
China, mainland;Comoros;Export Quantity;791.0
China, mainland;Comoros;Import Quantity;0.0
China, mainland;Congo;Export Quantity;3513.0
China, mainland;Congo;Import Quantity;1.0
China, mainland;Cook Islands;Export Quantity;8.0
China, mainland;Cook Islands;Import Quantity;19.0
China, mainland;Costa Rica;Export Quantity;32639.0
China, mainland;Costa Rica;Import Quantity;115766.0
China, mainland;Croatia;Export Quantity;10562.0
China, mainland;Croatia;Import Quantity;2265.0
China, mainland;Cuba;Export Quantity;41455.0
China, mainland;Cuba;Import Quantity;402327.0
China, mainland;Cyprus;Export Quantity;4646.0
China, mainland;Cyprus;Import Quantity;24947.0
China, mainland;Czechia;Export Quantity;13083.0
China, mainland;Czechia;Import Quantity;8169.0
China, mainland;Côte d'Ivoire;Export Quantity;648978.0
China, mainland;Côte d'Ivoire;Import Quantity;35400.0
China, mainland;Democratic People's Republic of Korea;Export Quantity;598229.0
China, mainland;Democratic People's Republic of Korea;Import Quantity;58640.0
China, mainland;Democratic Republic of the Congo;Export Quantity;40886.0
China, mainland;Democratic Republic of the Congo;Import Quantity;0.0
China, mainland;Denmark;Export Quantity;82333.0
China, mainland;Denmark;Import Quantity;328207.0
China, mainland;Djibouti;Export Quantity;12001.0
China, mainland;Dominica;Export Quantity;96.0
China, mainland;Dominica;Import Quantity;0.0
China, mainland;Dominican Republic;Export Quantity;18373.0
China, mainland;Dominican Republic;Import Quantity;116.0
China, mainland;Ecuador;Export Quantity;28410.0
China, mainland;Ecuador;Import Quantity;174642.0
China, mainland;Egypt;Export Quantity;129904.0
China, mainland;Egypt;Import Quantity;118196.0
China, mainland;El Salvador;Export Quantity;5588.0
China, mainland;El Salvador;Import Quantity;111714.0
China, mainland;Equatorial Guinea;Export Quantity;882.0
China, mainland;Eritrea;Export Quantity;10.0
China, mainland;Estonia;Export Quantity;5194.0
China, mainland;Estonia;Import Quantity;155.0
China, mainland;Eswatini;Export Quantity;896.0
China, mainland;Eswatini;Import Quantity;46.0
China, mainland;Ethiopia;Export Quantity;20383.0
China, mainland;Ethiopia;Import Quantity;250208.0
China, mainland;Fiji;Export Quantity;6785.0
China, mainland;Fiji;Import Quantity;4509.0
China, mainland;Finland;Export Quantity;6315.0
China, mainland;Finland;Import Quantity;27887.0
China, mainland;France;Export Quantity;123412.0
China, mainland;France;Import Quantity;1122916.0
China, mainland;French Polynesia;Export Quantity;1309.0
China, mainland;French Polynesia;Import Quantity;443.0
China, mainland;Gabon;Export Quantity;2608.0
China, mainland;Gambia;Export Quantity;31379.0
China, mainland;Gambia;Import Quantity;113.0
China, mainland;Georgia;Export Quantity;16433.0
China, mainland;Georgia;Import Quantity;5700.0
China, mainland;Germany;Export Quantity;355404.0
China, mainland;Germany;Import Quantity;993399.0
China, mainland;Ghana;Export Quantity;158932.0
China, mainland;Ghana;Import Quantity;10977.0
China, mainland;Greece;Export Quantity;27669.0
China, mainland;Greece;Import Quantity;18663.0
China, mainland;Grenada;Export Quantity;40.0
China, mainland;Guatemala;Export Quantity;17261.0
China, mainland;Guatemala;Import Quantity;19357.0
China, mainland;Guinea;Export Quantity;48625.0
China, mainland;Guinea;Import Quantity;1.0
China, mainland;Guinea-Bissau;Export Quantity;98850.0
China, mainland;Guyana;Export Quantity;3769.0
China, mainland;Guyana;Import Quantity;0.0
China, mainland;Haiti;Export Quantity;23601.0
China, mainland;Haiti;Import Quantity;3.0
China, mainland;Honduras;Export Quantity;6661.0
China, mainland;Honduras;Import Quantity;239.0
China, mainland;Hungary;Export Quantity;5137.0
China, mainland;Hungary;Import Quantity;45638.0
China, mainland;Iceland;Export Quantity;303.0
China, mainland;Iceland;Import Quantity;665.0
China, mainland;India;Export Quantity;315919.0
China, mainland;India;Import Quantity;978391.0
China, mainland;Indonesia;Export Quantity;1652891.0
China, mainland;Indonesia;Import Quantity;5962213.0
China, mainland;Iran (Islamic Republic of);Export Quantity;209137.0
China, mainland;Iran (Islamic Republic of);Import Quantity;5434.0
China, mainland;Iraq;Export Quantity;120924.0
China, mainland;Iraq;Import Quantity;2616.0
China, mainland;Ireland;Export Quantity;12119.0
China, mainland;Ireland;Import Quantity;166092.0
China, mainland;Israel;Export Quantity;70887.0
China, mainland;Israel;Import Quantity;36810.0
China, mainland;Italy;Export Quantity;161689.0
China, mainland;Italy;Import Quantity;188243.0
China, mainland;Jamaica;Export Quantity;4533.0
China, mainland;Jamaica;Import Quantity;68.0
China, mainland;Japan;Export Quantity;3649412.0
China, mainland;Japan;Import Quantity;61687.0
China, mainland;Jordan;Export Quantity;41095.0
China, mainland;Jordan;Import Quantity;1199.0
China, mainland;Kazakhstan;Export Quantity;230977.0
China, mainland;Kazakhstan;Import Quantity;533152.0
China, mainland;Kenya;Export Quantity;39753.0
China, mainland;Kenya;Import Quantity;4835.0
China, mainland;Kiribati;Export Quantity;4592.0
China, mainland;Kuwait;Export Quantity;26685.0
China, mainland;Kyrgyzstan;Export Quantity;29941.0
China, mainland;Kyrgyzstan;Import Quantity;16082.0
China, mainland;Lao People's Democratic Republic;Export Quantity;16473.0
China, mainland;Lao People's Democratic Republic;Import Quantity;425387.0
China, mainland;Latvia;Export Quantity;7002.0
China, mainland;Latvia;Import Quantity;2795.0
China, mainland;Lebanon;Export Quantity;72114.0
China, mainland;Lebanon;Import Quantity;41.0
China, mainland;Lesotho;Export Quantity;4818.0
China, mainland;Lesotho;Import Quantity;2008.0
China, mainland;Liberia;Export Quantity;131726.0
China, mainland;Liberia;Import Quantity;628.0
China, mainland;Libya;Export Quantity;13990.0
China, mainland;Lithuania;Export Quantity;30205.0
China, mainland;Lithuania;Import Quantity;5154.0
China, mainland;Luxembourg;Export Quantity;44.0
China, mainland;Luxembourg;Import Quantity;1006.0
China, mainland;Madagascar;Export Quantity;12959.0
China, mainland;Madagascar;Import Quantity;2028.0
China, mainland;Malawi;Export Quantity;1014.0
China, mainland;Malawi;Import Quantity;4266.0
China, mainland;Malaysia;Export Quantity;1420303.0
China, mainland;Malaysia;Import Quantity;2899848.0
China, mainland;Maldives;Export Quantity;4777.0
China, mainland;Mali;Export Quantity;18290.0
China, mainland;Mali;Import Quantity;29915.0
China, mainland;Malta;Export Quantity;1124.0
China, mainland;Malta;Import Quantity;20.0
China, mainland;Marshall Islands;Export Quantity;3339.0
China, mainland;Mauritania;Export Quantity;23255.0
China, mainland;Mauritania;Import Quantity;26.0
China, mainland;Mauritius;Export Quantity;10434.0
China, mainland;Mauritius;Import Quantity;1462.0
China, mainland;Mexico;Export Quantity;86381.0
China, mainland;Mexico;Import Quantity;126242.0
China, mainland;Micronesia (Federated States of);Export Quantity;5035.0
China, mainland;Mongolia;Export Quantity;192621.0
China, mainland;Mongolia;Import Quantity;316875.0
China, mainland;Montenegro;Export Quantity;2689.0
China, mainland;Montenegro;Import Quantity;569.0
China, mainland;Morocco;Export Quantity;90502.0
China, mainland;Morocco;Import Quantity;6279.0
China, mainland;Mozambique;Export Quantity;131083.0
China, mainland;Mozambique;Import Quantity;36170.0
China, mainland;Myanmar;Export Quantity;327535.0
China, mainland;Myanmar;Import Quantity;464981.0
China, mainland;Namibia;Export Quantity;11538.0
China, mainland;Namibia;Import Quantity;0.0
China, mainland;Nauru;Export Quantity;50.0
China, mainland;Nepal;Export Quantity;77933.0
China, mainland;Nepal;Import Quantity;3.0
China, mainland;Netherlands;Export Quantity;874803.0
China, mainland;Netherlands;Import Quantity;526275.0
China, mainland;New Caledonia;Export Quantity;719.0
China, mainland;New Caledonia;Import Quantity;0.0
China, mainland;New Zealand;Export Quantity;59583.0
China, mainland;New Zealand;Import Quantity;1485736.0
China, mainland;Nicaragua;Export Quantity;4772.0
China, mainland;Nicaragua;Import Quantity;14134.0
China, mainland;Niger;Export Quantity;14452.0
China, mainland;Niger;Import Quantity;104653.0
China, mainland;Nigeria;Export Quantity;165731.0
China, mainland;Nigeria;Import Quantity;17558.0
China, mainland;Norfolk Island;Import Quantity;0.0
China, mainland;North Macedonia;Export Quantity;2129.0
China, mainland;North Macedonia;Import Quantity;1364.0
China, mainland;Norway;Export Quantity;26011.0
China, mainland;Norway;Import Quantity;2119.0
China, mainland;Oman;Export Quantity;38478.0
China, mainland;Oman;Import Quantity;14.0
China, mainland;Pakistan;Export Quantity;265268.0
China, mainland;Pakistan;Import Quantity;570546.0
China, mainland;Palau;Export Quantity;973.0
China, mainland;Palestine;Export Quantity;1830.0
China, mainland;Panama;Export Quantity;22085.0
China, mainland;Panama;Import Quantity;72.0
China, mainland;Papua New Guinea;Export Quantity;21320.0
China, mainland;Papua New Guinea;Import Quantity;968.0
China, mainland;Paraguay;Export Quantity;6247.0
China, mainland;Paraguay;Import Quantity;1248.0
China, mainland;Peru;Export Quantity;38785.0
China, mainland;Peru;Import Quantity;73342.0
China, mainland;Philippines;Export Quantity;1208292.0
China, mainland;Philippines;Import Quantity;1081657.0
China, mainland;Poland;Export Quantity;75325.0
China, mainland;Poland;Import Quantity;78746.0
China, mainland;Portugal;Export Quantity;29155.0
China, mainland;Portugal;Import Quantity;70717.0
China, mainland;Qatar;Export Quantity;23786.0
China, mainland;Republic of Korea;Export Quantity;3464232.0
China, mainland;Republic of Korea;Import Quantity;443225.0
China, mainland;Republic of Moldova;Export Quantity;902.0
China, mainland;Republic of Moldova;Import Quantity;5740.0
China, mainland;Romania;Export Quantity;21042.0
China, mainland;Romania;Import Quantity;14119.0
China, mainland;Russian Federation;Export Quantity;1365884.0
China, mainland;Russian Federation;Import Quantity;1017992.0
China, mainland;Rwanda;Export Quantity;34.0
China, mainland;Rwanda;Import Quantity;47.0
China, mainland;Saint Lucia;Export Quantity;25.0
China, mainland;Saint Lucia;Import Quantity;5.0
China, mainland;Saint Vincent and the Grenadines;Export Quantity;35.0
China, mainland;Samoa;Export Quantity;4097.0
China, mainland;Samoa;Import Quantity;329.0
China, mainland;San Marino;Import Quantity;10.0
China, mainland;Sao Tome and Principe;Export Quantity;2201.0
China, mainland;Saudi Arabia;Export Quantity;233412.0
China, mainland;Saudi Arabia;Import Quantity;2699.0
China, mainland;Senegal;Export Quantity;177390.0
China, mainland;Senegal;Import Quantity;120089.0
China, mainland;Serbia;Export Quantity;4078.0
China, mainland;Serbia;Import Quantity;3788.0
China, mainland;Seychelles;Export Quantity;1780.0
China, mainland;Sierra Leone;Export Quantity;137217.0
China, mainland;Singapore;Export Quantity;305380.0
China, mainland;Singapore;Import Quantity;73975.0
China, mainland;Slovakia;Export Quantity;1849.0
China, mainland;Slovakia;Import Quantity;747.0
China, mainland;Slovenia;Export Quantity;16000.0
China, mainland;Slovenia;Import Quantity;2351.0
China, mainland;Solomon Islands;Export Quantity;7734.0
China, mainland;Somalia;Export Quantity;10671.0
China, mainland;Somalia;Import Quantity;720.0
China, mainland;South Africa;Export Quantity;159983.0
China, mainland;South Africa;Import Quantity;329663.0
China, mainland;South Sudan;Export Quantity;20031.0
China, mainland;Spain;Export Quantity;239713.0
China, mainland;Spain;Import Quantity;763108.0
China, mainland;Sri Lanka;Export Quantity;121822.0
China, mainland;Sri Lanka;Import Quantity;92439.0
China, mainland;Sudan;Export Quantity;43693.0
China, mainland;Sudan;Import Quantity;319340.0
China, mainland;Suriname;Export Quantity;5378.0
China, mainland;Sweden;Export Quantity;31740.0
China, mainland;Sweden;Import Quantity;29919.0
China, mainland;Switzerland;Export Quantity;7857.0
China, mainland;Switzerland;Import Quantity;16489.0
China, mainland;Syrian Arab Republic;Export Quantity;13156.0
China, mainland;Syrian Arab Republic;Import Quantity;805.0
China, mainland;Tajikistan;Export Quantity;12955.0
China, mainland;Tajikistan;Import Quantity;2064.0
China, mainland;Thailand;Export Quantity;1229949.0
China, mainland;Thailand;Import Quantity;13484078.0
China, mainland;Timor-Leste;Export Quantity;5185.0
China, mainland;Timor-Leste;Import Quantity;548.0
China, mainland;Togo;Export Quantity;72159.0
China, mainland;Togo;Import Quantity;55973.0
China, mainland;Tonga;Export Quantity;538.0
China, mainland;Tonga;Import Quantity;248.0
China, mainland;Trinidad and Tobago;Export Quantity;6235.0
China, mainland;Trinidad and Tobago;Import Quantity;3.0
China, mainland;Tunisia;Export Quantity;21323.0
China, mainland;Tunisia;Import Quantity;791.0
China, mainland;Turkey;Export Quantity;286411.0
China, mainland;Turkey;Import Quantity;136723.0
China, mainland;Turkmenistan;Export Quantity;6980.0
China, mainland;Turkmenistan;Import Quantity;11950.0
China, mainland;Tuvalu;Export Quantity;93.0
China, mainland;Uganda;Export Quantity;4655.0
China, mainland;Uganda;Import Quantity;8914.0
China, mainland;Ukraine;Export Quantity;55290.0
China, mainland;Ukraine;Import Quantity;3388544.0
China, mainland;United Arab Emirates;Export Quantity;339402.0
China, mainland;United Arab Emirates;Import Quantity;39540.0
China, mainland;United Kingdom;Export Quantity;356614.0
China, mainland;United Kingdom;Import Quantity;250088.0
China, mainland;United Republic of Tanzania;Export Quantity;7981.0
China, mainland;United Republic of Tanzania;Import Quantity;90626.0
China, mainland;United States of America;Export Quantity;1813160.0
China, mainland;United States of America;Import Quantity;44552663.0
China, mainland;Unspecified Area;Export Quantity;25.0
China, mainland;Unspecified Area;Import Quantity;242.0
China, mainland;Uruguay;Export Quantity;5681.0
China, mainland;Uruguay;Import Quantity;2897068.0
China, mainland;Uzbekistan;Export Quantity;34701.0
China, mainland;Uzbekistan;Import Quantity;123667.0
China, mainland;Vanuatu;Export Quantity;4489.0
China, mainland;Vanuatu;Import Quantity;0.0
China, mainland;Venezuela (Bolivarian Republic of);Export Quantity;25416.0
China, mainland;Venezuela (Bolivarian Republic of);Import Quantity;93.0
China, mainland;Viet Nam;Export Quantity;2298614.0
China, mainland;Viet Nam;Import Quantity;8208033.0
China, mainland;Wallis and Futuna Islands;Export Quantity;266.0
China, mainland;Yemen;Export Quantity;106845.0
China, mainland;Yemen;Import Quantity;8.0
China, mainland;Zambia;Export Quantity;353.0
China, mainland;Zambia;Import Quantity;7783.0
China, mainland;Zimbabwe;Export Quantity;22725.0
China, mainland;Zimbabwe;Import Quantity;66670.0
Colombia;Albania;Export Quantity;1655.0
Colombia;Albania;Import Quantity;0.0
Colombia;Algeria;Export Quantity;139.0
Colombia;Angola;Export Quantity;739.0
Colombia;Antigua and Barbuda;Export Quantity;300.0
Colombia;Argentina;Export Quantity;10617.0
Colombia;Argentina;Import Quantity;537975.0
Colombia;Aruba;Export Quantity;3302.0
Colombia;Aruba;Import Quantity;0.0
Colombia;Australia;Export Quantity;12642.0
Colombia;Australia;Import Quantity;131.0
Colombia;Austria;Export Quantity;8.0
Colombia;Austria;Import Quantity;2916.0
Colombia;Bahamas;Export Quantity;1211.0
Colombia;Bahrain;Export Quantity;66.0
Colombia;Barbados;Export Quantity;902.0
Colombia;Belarus;Import Quantity;7.0
Colombia;Belgium;Export Quantity;638006.0
Colombia;Belgium;Import Quantity;30680.0
Colombia;Belize;Export Quantity;637.0
Colombia;Benin;Export Quantity;431.0
Colombia;Bolivia (Plurinational State of);Export Quantity;6875.0
Colombia;Bolivia (Plurinational State of);Import Quantity;566158.0
Colombia;Brazil;Export Quantity;74896.0
Colombia;Brazil;Import Quantity;156370.0
Colombia;Bulgaria;Export Quantity;773.0
Colombia;Bulgaria;Import Quantity;720.0
Colombia;Burkina Faso;Export Quantity;41.0
Colombia;Cabo Verde;Export Quantity;358.0
Colombia;Cambodia;Export Quantity;40.0
Colombia;Cambodia;Import Quantity;107.0
Colombia;Canada;Export Quantity;68838.0
Colombia;Canada;Import Quantity;1120669.0
Colombia;Cayman Islands;Export Quantity;4.0
Colombia;Chile;Export Quantity;128785.0
Colombia;Chile;Import Quantity;241379.0
Colombia;China, Hong Kong SAR;Export Quantity;2570.0
Colombia;China, Hong Kong SAR;Import Quantity;293.0
