Reporter Countries;Partner Countries;Element;Y2017
Colombia;China, Macao SAR;Export Quantity;77.0
Colombia;China, Macao SAR;Import Quantity;0.0
Colombia;China, Taiwan Province of;Export Quantity;3153.0
Colombia;China, Taiwan Province of;Import Quantity;568.0
Colombia;China, mainland;Export Quantity;5518.0
Colombia;China, mainland;Import Quantity;64530.0
Colombia;Comoros;Export Quantity;128.0
Colombia;Comoros;Import Quantity;0.0
Colombia;Congo;Export Quantity;876.0
Colombia;Costa Rica;Export Quantity;8388.0
Colombia;Costa Rica;Import Quantity;1682.0
Colombia;Croatia;Export Quantity;3110.0
Colombia;Cuba;Export Quantity;2735.0
Colombia;Cuba;Import Quantity;124.0
Colombia;Cyprus;Export Quantity;383.0
Colombia;Czechia;Export Quantity;15.0
Colombia;Czechia;Import Quantity;7720.0
Colombia;Côte d'Ivoire;Export Quantity;1250.0
Colombia;Côte d'Ivoire;Import Quantity;0.0
Colombia;Democratic Republic of the Congo;Export Quantity;1394.0
Colombia;Denmark;Export Quantity;1684.0
Colombia;Denmark;Import Quantity;1084.0
Colombia;Djibouti;Export Quantity;20.0
Colombia;Dominica;Export Quantity;261.0
Colombia;Dominican Republic;Export Quantity;39455.0
Colombia;Dominican Republic;Import Quantity;1206.0
Colombia;Ecuador;Export Quantity;206814.0
Colombia;Ecuador;Import Quantity;270575.0
Colombia;Egypt;Export Quantity;3151.0
Colombia;Egypt;Import Quantity;87.0
Colombia;El Salvador;Export Quantity;1393.0
Colombia;El Salvador;Import Quantity;7816.0
Colombia;Equatorial Guinea;Export Quantity;33.0
Colombia;Estonia;Export Quantity;404.0
Colombia;Eswatini;Import Quantity;0.0
Colombia;Fiji;Export Quantity;68.0
Colombia;Finland;Export Quantity;15890.0
Colombia;Finland;Import Quantity;24.0
Colombia;France;Export Quantity;48742.0
Colombia;France;Import Quantity;13407.0
Colombia;French Polynesia;Import Quantity;1.0
Colombia;Gabon;Export Quantity;608.0
Colombia;Georgia;Export Quantity;111.0
Colombia;Georgia;Import Quantity;6.0
Colombia;Germany;Export Quantity;242035.0
Colombia;Germany;Import Quantity;21869.0
Colombia;Ghana;Export Quantity;146.0
Colombia;Ghana;Import Quantity;0.0
Colombia;Greece;Export Quantity;33642.0
Colombia;Greece;Import Quantity;4824.0
Colombia;Grenada;Export Quantity;607.0
Colombia;Guatemala;Export Quantity;9013.0
Colombia;Guatemala;Import Quantity;21546.0
Colombia;Guinea;Export Quantity;4623.0
Colombia;Guinea;Import Quantity;0.0
Colombia;Guinea-Bissau;Export Quantity;23.0
Colombia;Guyana;Export Quantity;4510.0
Colombia;Guyana;Import Quantity;2586.0
Colombia;Haiti;Export Quantity;72572.0
Colombia;Haiti;Import Quantity;1.0
Colombia;Honduras;Export Quantity;8227.0
Colombia;Honduras;Import Quantity;2469.0
Colombia;Hungary;Export Quantity;103.0
Colombia;Hungary;Import Quantity;234.0
Colombia;Iceland;Export Quantity;182.0
Colombia;Iceland;Import Quantity;22.0
Colombia;India;Export Quantity;743.0
Colombia;India;Import Quantity;3871.0
Colombia;Indonesia;Export Quantity;519.0
Colombia;Indonesia;Import Quantity;9165.0
Colombia;Iran (Islamic Republic of);Export Quantity;187.0
Colombia;Iran (Islamic Republic of);Import Quantity;11.0
Colombia;Iraq;Export Quantity;10983.0
Colombia;Ireland;Export Quantity;941.0
Colombia;Ireland;Import Quantity;1911.0
Colombia;Israel;Export Quantity;8169.0
Colombia;Israel;Import Quantity;80.0
Colombia;Italy;Export Quantity;326573.0
Colombia;Italy;Import Quantity;17814.0
Colombia;Jamaica;Export Quantity;16693.0
Colombia;Jamaica;Import Quantity;2.0
Colombia;Japan;Export Quantity;76188.0
Colombia;Japan;Import Quantity;60.0
Colombia;Jordan;Export Quantity;8801.0
Colombia;Jordan;Import Quantity;0.0
Colombia;Kenya;Export Quantity;70.0
Colombia;Kenya;Import Quantity;5.0
Colombia;Kuwait;Export Quantity;76.0
Colombia;Latvia;Export Quantity;103.0
Colombia;Lebanon;Export Quantity;16187.0
Colombia;Lebanon;Import Quantity;166.0
Colombia;Liberia;Export Quantity;397.0
Colombia;Libya;Export Quantity;761.0
Colombia;Lithuania;Export Quantity;537.0
Colombia;Lithuania;Import Quantity;298.0
Colombia;Luxembourg;Import Quantity;4.0
Colombia;Madagascar;Export Quantity;47.0
Colombia;Madagascar;Import Quantity;26.0
Colombia;Malawi;Import Quantity;27.0
Colombia;Malaysia;Export Quantity;6376.0
Colombia;Malaysia;Import Quantity;2446.0
Colombia;Mali;Export Quantity;184.0
Colombia;Malta;Export Quantity;1103.0
Colombia;Mauritius;Export Quantity;6.0
Colombia;Mexico;Export Quantity;81619.0
Colombia;Mexico;Import Quantity;89999.0
Colombia;Montenegro;Export Quantity;648.0
Colombia;Morocco;Export Quantity;4086.0
Colombia;Morocco;Import Quantity;151.0
Colombia;Mozambique;Export Quantity;278.0
Colombia;Mozambique;Import Quantity;28.0
Colombia;Myanmar;Export Quantity;9437.0
Colombia;Netherlands;Export Quantity;484872.0
Colombia;Netherlands;Import Quantity;33074.0
Colombia;New Caledonia;Export Quantity;10.0
Colombia;New Zealand;Export Quantity;1959.0
Colombia;New Zealand;Import Quantity;310.0
Colombia;Nicaragua;Export Quantity;603.0
Colombia;Nicaragua;Import Quantity;3646.0
Colombia;Niger;Export Quantity;137.0
Colombia;Nigeria;Export Quantity;1382.0
Colombia;Norway;Export Quantity;20603.0
Colombia;Norway;Import Quantity;38.0
Colombia;Oman;Export Quantity;77.0
Colombia;Pakistan;Export Quantity;23.0
Colombia;Pakistan;Import Quantity;36.0
Colombia;Palestine;Export Quantity;100.0
Colombia;Panama;Export Quantity;38296.0
Colombia;Panama;Import Quantity;4980.0
Colombia;Papua New Guinea;Export Quantity;17.0
Colombia;Paraguay;Export Quantity;219.0
Colombia;Paraguay;Import Quantity;3653.0
Colombia;Peru;Export Quantity;267309.0
Colombia;Peru;Import Quantity;153719.0
Colombia;Philippines;Export Quantity;266.0
Colombia;Philippines;Import Quantity;599.0
Colombia;Poland;Export Quantity;5087.0
Colombia;Poland;Import Quantity;3225.0
Colombia;Portugal;Export Quantity;22241.0
Colombia;Portugal;Import Quantity;3222.0
Colombia;Qatar;Export Quantity;29.0
Colombia;Republic of Korea;Export Quantity;27917.0
Colombia;Republic of Korea;Import Quantity;2413.0
Colombia;Republic of Moldova;Import Quantity;39.0
Colombia;Romania;Export Quantity;3035.0
Colombia;Romania;Import Quantity;13.0
Colombia;Russian Federation;Export Quantity;16483.0
Colombia;Russian Federation;Import Quantity;76.0
Colombia;Saint Kitts and Nevis;Export Quantity;257.0
Colombia;Saint Lucia;Export Quantity;106.0
Colombia;Saint Vincent and the Grenadines;Export Quantity;630.0
Colombia;Saudi Arabia;Export Quantity;3296.0
Colombia;Saudi Arabia;Import Quantity;4.0
Colombia;Senegal;Export Quantity;60.0
Colombia;Serbia;Export Quantity;11.0
Colombia;Serbia;Import Quantity;64.0
Colombia;Sierra Leone;Export Quantity;500.0
Colombia;Singapore;Export Quantity;1072.0
Colombia;Singapore;Import Quantity;119.0
Colombia;Slovakia;Export Quantity;1.0
Colombia;Slovakia;Import Quantity;10.0
Colombia;Slovenia;Export Quantity;87643.0
Colombia;Slovenia;Import Quantity;653.0
Colombia;Solomon Islands;Export Quantity;7.0
Colombia;Somalia;Export Quantity;23.0
Colombia;Somalia;Import Quantity;0.0
Colombia;South Africa;Export Quantity;2997.0
Colombia;South Africa;Import Quantity;273.0
Colombia;Spain;Export Quantity;111306.0
Colombia;Spain;Import Quantity;31114.0
Colombia;Sri Lanka;Import Quantity;1098.0
Colombia;Sudan;Export Quantity;13.0
Colombia;Suriname;Export Quantity;5423.0
Colombia;Sweden;Export Quantity;19023.0
Colombia;Sweden;Import Quantity;673.0
Colombia;Switzerland;Export Quantity;19389.0
Colombia;Switzerland;Import Quantity;1046.0
Colombia;Syrian Arab Republic;Export Quantity;544.0
Colombia;Syrian Arab Republic;Import Quantity;52.0
Colombia;Thailand;Export Quantity;481.0
Colombia;Thailand;Import Quantity;12301.0
Colombia;Togo;Export Quantity;375.0
Colombia;Tonga;Export Quantity;43.0
Colombia;Trinidad and Tobago;Export Quantity;17217.0
Colombia;Trinidad and Tobago;Import Quantity;1619.0
Colombia;Tunisia;Export Quantity;42.0
Colombia;Tunisia;Import Quantity;0.0
Colombia;Turkey;Export Quantity;14634.0
Colombia;Turkey;Import Quantity;3905.0
Colombia;Ukraine;Export Quantity;12254.0
Colombia;United Arab Emirates;Export Quantity;4575.0
Colombia;United Arab Emirates;Import Quantity;90.0
Colombia;United Kingdom;Export Quantity;324421.0
Colombia;United Kingdom;Import Quantity;9234.0
Colombia;United Republic of Tanzania;Export Quantity;1117.0
Colombia;United States of America;Export Quantity;863618.0
Colombia;United States of America;Import Quantity;8263782.0
Colombia;Unspecified Area;Export Quantity;15024.0
Colombia;Unspecified Area;Import Quantity;690872.0
Colombia;Uruguay;Export Quantity;1342.0
Colombia;Uruguay;Import Quantity;5987.0
Colombia;Vanuatu;Export Quantity;28.0
Colombia;Venezuela (Bolivarian Republic of);Export Quantity;25114.0
Colombia;Venezuela (Bolivarian Republic of);Import Quantity;4034.0
Colombia;Viet Nam;Export Quantity;4682.0
Colombia;Viet Nam;Import Quantity;1122.0
Colombia;Yemen;Export Quantity;395.0
Colombia;Zambia;Export Quantity;525.0
Comoros;Argentina;Export Quantity;0.0
Comoros;Argentina;Import Quantity;1991.0
Comoros;Armenia;Export Quantity;0.0
Comoros;Australia;Export Quantity;3.0
Comoros;Barbados;Export Quantity;1.0
Comoros;Belarus;Export Quantity;0.0
Comoros;Belgium;Import Quantity;1428.0
Comoros;Bosnia and Herzegovina;Export Quantity;0.0
Comoros;Brazil;Export Quantity;0.0
Comoros;Brazil;Import Quantity;1064.0
Comoros;Bulgaria;Import Quantity;39.0
Comoros;Canada;Export Quantity;1.0
Comoros;Canada;Import Quantity;94.0
Comoros;China, Taiwan Province of;Export Quantity;8.0
Comoros;China, Taiwan Province of;Import Quantity;56.0
Comoros;China, mainland;Export Quantity;0.0
Comoros;China, mainland;Import Quantity;791.0
Comoros;Colombia;Export Quantity;0.0
Comoros;Colombia;Import Quantity;128.0
Comoros;Cyprus;Import Quantity;79.0
Comoros;Egypt;Export Quantity;20.0
Comoros;Egypt;Import Quantity;726.0
Comoros;France;Export Quantity;74.0
Comoros;France;Import Quantity;9185.0
Comoros;Germany;Export Quantity;97.0
Comoros;Germany;Import Quantity;730.0
Comoros;Greece;Export Quantity;22.0
Comoros;Guyana;Export Quantity;0.0
Comoros;Iceland;Export Quantity;0.0
Comoros;India;Export Quantity;2524.0
Comoros;India;Import Quantity;2874.0
Comoros;Indonesia;Export Quantity;1417.0
Comoros;Indonesia;Import Quantity;4456.0
Comoros;Ireland;Import Quantity;50.0
Comoros;Italy;Export Quantity;11.0
Comoros;Italy;Import Quantity;1943.0
Comoros;Japan;Export Quantity;0.0
Comoros;Jordan;Export Quantity;20.0
Comoros;Kazakhstan;Export Quantity;2.0
Comoros;Kenya;Export Quantity;0.0
Comoros;Kenya;Import Quantity;769.0
Comoros;Kuwait;Export Quantity;11.0
Comoros;Latvia;Export Quantity;3.0
Comoros;Lebanon;Export Quantity;2.0
Comoros;Lithuania;Export Quantity;0.0
Comoros;Madagascar;Import Quantity;3185.0
Comoros;Malaysia;Import Quantity;2735.0
Comoros;Mauritius;Export Quantity;2.0
Comoros;Mauritius;Import Quantity;4150.0
Comoros;Mexico;Export Quantity;0.0
Comoros;Montenegro;Export Quantity;0.0
Comoros;Morocco;Import Quantity;358.0
Comoros;Namibia;Export Quantity;0.0
Comoros;Namibia;Import Quantity;4.0
Comoros;Nepal;Export Quantity;11.0
Comoros;Netherlands;Export Quantity;171.0
Comoros;Netherlands;Import Quantity;2854.0
Comoros;Norway;Export Quantity;1.0
Comoros;Oman;Export Quantity;3.0
Comoros;Oman;Import Quantity;445.0
Comoros;Pakistan;Export Quantity;199.0
Comoros;Pakistan;Import Quantity;66817.0
Comoros;Paraguay;Export Quantity;0.0
Comoros;Peru;Export Quantity;3.0
Comoros;Poland;Import Quantity;2309.0
Comoros;Portugal;Import Quantity;161.0
Comoros;Republic of Korea;Export Quantity;1.0
Comoros;Republic of Moldova;Export Quantity;0.0
Comoros;Russian Federation;Export Quantity;111.0
Comoros;Serbia;Export Quantity;2.0
Comoros;Singapore;Export Quantity;264.0
Comoros;Singapore;Import Quantity;679.0
Comoros;Slovenia;Import Quantity;45.0
Comoros;South Africa;Export Quantity;18.0
Comoros;South Africa;Import Quantity;4368.0
Comoros;Spain;Import Quantity;3630.0
Comoros;Sweden;Import Quantity;25.0
Comoros;Switzerland;Export Quantity;3.0
Comoros;Thailand;Import Quantity;6374.0
Comoros;Tunisia;Export Quantity;6.0
Comoros;Tunisia;Import Quantity;181.0
Comoros;Turkey;Export Quantity;11.0
Comoros;Turkey;Import Quantity;2765.0
Comoros;Ukraine;Export Quantity;11.0
Comoros;Ukraine;Import Quantity;421.0
Comoros;United Kingdom;Export Quantity;0.0
Comoros;United Kingdom;Import Quantity;1228.0
Comoros;United Republic of Tanzania;Import Quantity;1333.0
Comoros;United States of America;Export Quantity;204.0
Comoros;United States of America;Import Quantity;185.0
Congo;Algeria;Import Quantity;23.0
Congo;Angola;Export Quantity;3415.0
Congo;Angola;Import Quantity;442.0
Congo;Argentina;Import Quantity;18405.0
Congo;Australia;Export Quantity;1.0
Congo;Belgium;Export Quantity;54.0
Congo;Belgium;Import Quantity;72940.0
Congo;Benin;Import Quantity;141.0
Congo;Botswana;Export Quantity;0.0
Congo;Brazil;Import Quantity;21485.0
Congo;Bulgaria;Import Quantity;9.0
Congo;Cambodia;Import Quantity;480.0
Congo;Cameroon;Export Quantity;205.0
Congo;Cameroon;Import Quantity;15379.0
Congo;Canada;Export Quantity;0.0
Congo;Canada;Import Quantity;4387.0
Congo;Central African Republic;Export Quantity;2640.0
Congo;Central African Republic;Import Quantity;46.0
Congo;Chad;Import Quantity;127.0
Congo;Chile;Import Quantity;111.0
Congo;China, Hong Kong SAR;Export Quantity;56.0
Congo;China, Hong Kong SAR;Import Quantity;29.0
Congo;China, mainland;Export Quantity;270.0
Congo;China, mainland;Import Quantity;3468.0
Congo;Colombia;Import Quantity;521.0
Congo;Croatia;Import Quantity;107.0
Congo;Cuba;Import Quantity;0.0
Congo;Cyprus;Export Quantity;0.0
Congo;Cyprus;Import Quantity;14.0
Congo;Czechia;Import Quantity;64.0
Congo;Côte d'Ivoire;Import Quantity;385.0
Congo;Democratic People's Republic of Korea;Import Quantity;0.0
Congo;Democratic Republic of the Congo;Export Quantity;922.0
Congo;Democratic Republic of the Congo;Import Quantity;3874.0
Congo;Denmark;Import Quantity;2613.0
Congo;Egypt;Import Quantity;1338.0
Congo;Finland;Import Quantity;427.0
Congo;France;Export Quantity;313.0
Congo;France;Import Quantity;46801.0
Congo;Gabon;Import Quantity;4.0
Congo;Germany;Import Quantity;7141.0
Congo;Ghana;Import Quantity;54.0
Congo;Greece;Import Quantity;75.0
Congo;Guinea;Import Quantity;111.0
Congo;Hungary;Import Quantity;2730.0
Congo;India;Import Quantity;19772.0
Congo;Indonesia;Export Quantity;121.0
Congo;Indonesia;Import Quantity;45144.0
Congo;Iran (Islamic Republic of);Import Quantity;118.0
Congo;Ireland;Import Quantity;551.0
Congo;Israel;Import Quantity;27.0
Congo;Italy;Export Quantity;650.0
Congo;Italy;Import Quantity;7829.0
Congo;Japan;Import Quantity;0.0
Congo;Jordan;Import Quantity;19.0
Congo;Kenya;Import Quantity;7.0
Congo;Latvia;Import Quantity;12927.0
Congo;Lebanon;Import Quantity;432.0
Congo;Liberia;Import Quantity;9.0
Congo;Lithuania;Export Quantity;9.0
Congo;Lithuania;Import Quantity;700.0
Congo;Luxembourg;Import Quantity;2.0
Congo;Malaysia;Export Quantity;1033.0
Congo;Malaysia;Import Quantity;17887.0
Congo;Malta;Import Quantity;116.0
Congo;Mexico;Import Quantity;23.0
Congo;Morocco;Import Quantity;8093.0
Congo;Namibia;Import Quantity;37.0
Congo;Netherlands;Export Quantity;100.0
Congo;Netherlands;Import Quantity;13910.0
Congo;New Zealand;Import Quantity;204.0
Congo;Nigeria;Import Quantity;7.0
Congo;Norway;Import Quantity;473.0
Congo;Pakistan;Import Quantity;1900.0
Congo;Paraguay;Import Quantity;1144.0
Congo;Peru;Import Quantity;16.0
Congo;Poland;Import Quantity;27339.0
Congo;Portugal;Import Quantity;1144.0
Congo;Republic of Korea;Import Quantity;17.0
Congo;Russian Federation;Import Quantity;100406.0
Congo;Saudi Arabia;Import Quantity;582.0
Congo;Senegal;Export Quantity;0.0
Congo;Senegal;Import Quantity;4271.0
Congo;Serbia;Import Quantity;47.0
Congo;Singapore;Export Quantity;0.0
Congo;Singapore;Import Quantity;11149.0
Congo;Slovenia;Import Quantity;1306.0
Congo;South Africa;Import Quantity;3963.0
Congo;Spain;Export Quantity;357.0
Congo;Spain;Import Quantity;9305.0
Congo;Sri Lanka;Import Quantity;13.0
Congo;Sweden;Import Quantity;176.0
Congo;Switzerland;Import Quantity;1.0
Congo;Thailand;Import Quantity;154772.0
Congo;Togo;Import Quantity;843.0
Congo;Tunisia;Import Quantity;2039.0
Congo;Turkey;Import Quantity;43412.0
Congo;Uganda;Import Quantity;24.0
Congo;Ukraine;Import Quantity;4731.0
Congo;United Arab Emirates;Import Quantity;2279.0
